Desc	Orthogroup	Achatina_immaculata	Biomphalaria_glabrata	Biomphalaria_straminea	Chrysomallon_squamiferum	Crassostrea_gigas	Cyclina_sinensis	Haliotis_rubra	Magallana_hongkongensis	Marisa_cornuarietis	Octopus_sinensis	Pinctada_fucata_martensii	Pomacea_canaliculata	Scapharca_Anadara_broughtonii
(null)	OG0011186	1	1	1	0	1	1	1	1	1	0	1	1	1
(null)	OG0011187	1	1	1	1	1	1	1	1	1	0	0	1	1
(null)	OG0011188	1	1	1	0	1	1	1	1	1	1	0	1	1
(null)	OG0011189	1	1	1	0	1	1	1	1	1	1	0	1	1
(null)	OG0011190	1	0	0	1	1	1	1	1	1	1	1	1	1
(null)	OG0011191	1	1	1	0	1	0	1	1	1	1	1	1	1
(null)	OG0011192	1	1	0	0	1	1	1	1	1	1	1	1	1
(null)	OG0011193	0	4	7	0	0	0	0	0	0	0	0	0	0
(null)	OG0011194	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011195	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011196	0	1	0	0	0	1	8	1	0	0	0	0	0
(null)	OG0011197	0	2	1	1	0	1	1	1	1	0	1	1	1
(null)	OG0011198	0	2	1	1	1	1	1	1	0	1	0	1	1
(null)	OG0011199	0	8	2	0	0	1	0	0	0	0	0	0	0
(null)	OG0011200	0	1	2	1	1	0	1	1	1	1	1	1	0
(null)	OG0011201	0	1	1	0	1	1	2	1	1	0	1	1	1
(null)	OG0011202	0	1	3	0	0	0	2	0	0	0	0	0	5
(null)	OG0011203	0	5	6	0	0	0	0	0	0	0	0	0	0
(null)	OG0011204	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011205	0	1	1	1	1	1	1	1	1	0	1	1	1
(null)	OG0011206	0	1	2	1	1	1	1	1	1	0	0	1	1
(null)	OG0011207	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011208	0	1	1	1	1	0	1	2	1	1	1	0	1
(null)	OG0011209	0	3	6	1	0	0	1	0	0	0	0	0	0
(null)	OG0011210	0	1	2	1	1	0	1	1	1	0	1	1	1
(null)	OG0011211	0	1	1	1	1	1	1	1	0	1	1	1	1
(null)	OG0011212	0	4	5	0	0	0	0	0	1	0	0	1	0
(null)	OG0011213	0	1	7	1	0	0	2	0	0	0	0	0	0
(null)	OG0011214	0	1	1	1	1	0	1	1	1	1	1	1	1
(null)	OG0011215	0	1	2	0	1	1	1	1	1	0	1	1	1
(null)	OG0011216	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011217	0	1	1	0	1	1	1	2	1	0	0	1	2
(null)	OG0011218	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011219	0	1	1	1	1	1	1	2	1	0	1	1	0
(null)	OG0011220	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011221	0	2	1	0	1	1	1	1	1	1	1	1	0
(null)	OG0011222	0	1	1	1	1	1	1	1	0	1	1	1	1
(null)	OG0011223	0	1	0	1	1	1	1	1	1	1	1	1	1
(null)	OG0011224	0	1	1	1	1	1	1	1	0	1	1	1	1
(null)	OG0011225	0	4	7	0	0	0	0	0	0	0	0	0	0
(null)	OG0011226	0	3	5	0	0	0	0	0	1	1	0	1	0
(null)	OG0011227	0	1	1	0	2	1	1	1	1	0	1	1	1
(null)	OG0011228	0	1	1	1	1	1	2	1	1	0	0	1	1
(null)	OG0011229	0	1	1	1	1	1	1	1	1	0	2	1	0
(null)	OG0011230	0	1	1	1	1	0	1	1	1	1	1	1	1
(null)	OG0011231	0	1	1	1	1	1	1	2	0	1	1	0	1
(null)	OG0011232	0	1	1	1	0	1	1	1	1	1	1	1	1
(null)	OG0011233	0	3	3	1	0	0	0	2	0	0	0	2	0
(null)	OG0011234	0	2	3	2	1	0	0	2	0	0	0	1	0
(null)	OG0011235	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	OG0011236	0	1	1	1	0	0	1	0	4	0	0	3	0
(null)	OG0011237	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011238	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	OG0011239	0	1	0	0	1	1	0	1	2	1	2	1	1
(null)	OG0011240	0	1	1	1	1	1	1	1	1	1	1	1	0
(null)	OG0011241	0	1	1	1	1	1	1	0	1	1	1	1	1
(null)	OG0011242	0	1	1	1	1	1	1	1	1	0	1	1	1
(null)	OG0011243	0	1	1	1	1	1	0	2	1	0	1	1	1
(null)	OG0011244	0	1	1	1	1	1	1	1	0	1	1	1	1
(null)	OG0011245	0	3	2	3	0	2	1	0	0	0	0	0	0
(null)	OG0011246	0	1	1	2	1	1	1	1	1	1	0	1	0
(null)	OG0011247	0	1	1	0	0	2	0	0	0	7	0	0	0
(null)	OG0011248	0	1	1	1	0	1	1	0	1	1	2	1	1
(null)	OG0011249	0	1	10	0	0	0	0	0	0	0	0	0	0
(null)	OG0011250	0	1	1	1	1	1	1	1	1	1	1	1	0
(null)	OG0011251	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	OG0011252	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011253	0	1	1	1	1	1	2	1	1	0	0	1	1
(null)	OG0011254	0	1	0	1	1	1	1	1	1	1	0	1	2
(null)	OG0011255	0	1	1	1	1	1	1	1	0	1	0	1	2
(null)	OG0011256	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011257	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	OG0011258	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011259	0	1	1	1	1	1	1	1	1	0	1	1	1
(null)	OG0011260	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011261	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011262	0	1	1	1	1	0	1	1	1	1	1	1	1
(null)	OG0011263	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011264	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011265	0	1	2	1	1	1	1	1	1	1	0	1	0
(null)	OG0011266	0	1	1	0	0	1	1	3	1	0	1	1	1
(null)	OG0011268	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011269	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011270	0	2	7	0	0	0	0	0	1	0	0	1	0
(null)	OG0011271	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011272	0	1	1	1	1	1	1	1	1	0	1	1	1
(null)	OG0011273	0	1	0	1	1	1	1	2	0	1	2	0	1
(null)	OG0011274	0	1	1	1	1	1	1	1	1	1	1	0	1
(null)	OG0011275	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011276	0	1	1	1	1	0	1	1	1	1	2	1	0
(null)	OG0011277	0	1	2	1	1	1	1	1	1	1	0	1	0
(null)	OG0011278	0	1	1	1	1	1	1	2	0	1	0	1	1
(null)	OG0011279	0	1	2	1	1	0	2	1	0	0	2	0	1
(null)	OG0011280	0	1	2	0	1	1	1	1	1	0	1	1	1
(null)	OG0011281	0	1	2	1	1	1	1	1	0	0	1	1	1
(null)	OG0011282	0	1	0	1	1	1	1	1	1	1	1	1	1
(null)	OG0011283	0	1	1	1	1	0	1	2	1	1	1	0	1
(null)	OG0011284	0	1	2	0	1	0	1	1	1	2	1	0	1
(null)	OG0011285	0	1	1	1	1	0	1	1	1	1	2	1	0
(null)	OG0011286	0	1	1	1	1	0	1	1	1	1	1	1	1
(null)	OG0011287	0	5	6	0	0	0	0	0	0	0	0	0	0
(null)	OG0011288	0	1	1	3	0	1	3	0	1	0	0	1	0
(null)	OG0011289	0	1	1	1	1	2	1	1	1	0	0	1	1
(null)	OG0011290	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	OG0011291	0	1	1	1	1	2	1	1	1	1	0	0	1
(null)	OG0011292	0	2	9	0	0	0	0	0	0	0	0	0	0
(null)	OG0011293	0	3	5	0	0	0	0	0	0	0	0	0	3
(null)	OG0011294	0	1	1	1	1	2	1	1	0	1	0	1	1
(null)	OG0011295	0	1	1	0	1	1	1	1	1	0	3	1	0
(null)	OG0011296	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011297	0	1	1	0	1	1	2	0	1	1	1	1	1
(null)	OG0011298	0	1	1	1	1	1	0	1	1	1	1	1	1
(null)	OG0011299	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011300	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011301	0	5	5	0	0	1	0	0	0	0	0	0	0
(null)	OG0011302	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011303	0	1	1	0	1	0	1	1	1	2	1	1	1
(null)	OG0011304	0	1	2	0	1	1	1	1	1	0	1	1	1
(null)	OG0011305	0	1	1	1	1	1	1	1	0	1	1	1	1
(null)	OG0011306	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	OG0011307	0	1	2	0	1	0	1	1	1	0	2	1	1
(null)	OG0011308	0	1	0	1	1	0	1	2	0	0	1	2	2
(null)	OG0011309	0	3	8	0	0	0	0	0	0	0	0	0	0
(null)	OG0011310	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	OG0011311	0	2	1	0	1	2	1	1	1	0	0	1	1
(null)	OG0011312	0	1	10	0	0	0	0	0	0	0	0	0	0
(null)	OG0011313	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011314	0	1	2	0	1	1	1	2	1	0	1	0	1
(null)	OG0011315	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011316	0	2	0	1	1	1	1	0	1	1	1	1	1
(null)	OG0011317	0	2	1	1	1	1	1	0	1	1	0	1	1
(null)	OG0011318	0	1	2	0	1	1	1	1	1	1	0	1	1
(null)	OG0011319	0	1	2	0	1	1	1	1	1	1	1	0	1
(null)	OG0011320	0	1	0	1	1	1	2	1	1	0	1	1	1
(null)	OG0011321	0	1	1	1	1	1	1	1	0	1	1	1	1
(null)	OG0011322	0	1	1	1	1	1	1	1	0	1	1	1	1
(null)	OG0011323	0	1	1	0	1	2	1	1	1	1	0	1	1
(null)	OG0011324	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	OG0011325	0	2	1	0	1	1	1	1	1	1	0	1	1
(null)	OG0011326	0	1	0	1	1	1	1	2	0	1	1	1	1
(null)	OG0011327	0	1	1	1	1	0	1	1	1	1	1	1	1
(null)	OG0011328	0	1	1	0	1	2	1	1	1	0	1	1	1
(null)	OG0011329	0	1	1	1	1	1	1	1	0	2	0	1	1
(null)	OG0011330	0	1	1	1	1	1	1	1	1	0	1	1	1
(null)	OG0011331	0	1	1	1	1	2	1	0	1	1	0	1	1
(null)	OG0011332	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011333	0	1	1	1	1	1	1	1	2	0	0	1	1
(null)	OG0011334	0	1	0	1	1	1	1	1	1	1	1	1	1
(null)	OG0011335	0	1	1	0	1	1	2	1	1	0	1	1	1
(null)	OG0011336	0	1	3	0	1	1	1	1	1	0	1	0	1
(null)	OG0011337	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	OG0011338	0	1	1	1	1	1	1	1	1	1	1	1	0
(null)	OG0011339	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011340	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011341	0	1	1	1	1	1	1	2	1	0	1	1	0
(null)	OG0011342	0	1	1	0	1	1	1	1	1	0	2	1	1
(null)	OG0011343	0	1	3	3	0	0	4	0	0	0	0	0	0
(null)	OG0011344	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	OG0011345	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	OG0011346	0	6	5	0	0	0	0	0	0	0	0	0	0
(null)	OG0011347	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	OG0011348	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011349	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011350	0	1	0	1	1	1	2	1	1	1	1	1	0
(null)	OG0011351	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011352	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	OG0011353	0	1	1	1	1	1	1	1	1	0	1	1	1
(null)	OG0011354	0	1	1	1	1	1	1	1	1	0	1	1	1
(null)	OG0011355	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011356	0	1	1	1	1	0	1	1	1	1	1	1	1
(null)	OG0011357	0	2	8	0	0	0	0	1	0	0	0	0	0
(null)	OG0011358	0	1	1	0	1	2	1	1	1	0	1	1	1
(null)	OG0011359	0	1	1	1	1	1	1	1	1	1	1	0	1
(null)	OG0011360	0	1	3	0	1	1	1	1	0	1	0	1	1
(null)	OG0011361	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011362	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011363	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011364	0	1	1	1	1	1	0	1	1	1	1	1	1
(null)	OG0011365	0	4	7	0	0	0	0	0	0	0	0	0	0
(null)	OG0011366	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011367	0	1	0	1	1	1	1	1	1	1	1	1	1
(null)	OG0011368	0	1	1	1	1	1	1	1	1	0	1	1	1
(null)	OG0011369	0	1	2	0	1	1	1	2	0	1	0	1	1
(null)	OG0011370	0	2	1	0	1	3	1	1	1	0	0	1	0
(null)	OG0011371	0	3	8	0	0	0	0	0	0	0	0	0	0
(null)	OG0011372	0	1	1	1	1	2	0	1	1	1	0	1	1
(null)	OG0011373	0	1	1	0	1	1	1	2	1	1	0	1	1
(null)	OG0011374	0	1	0	1	1	1	1	1	1	1	1	1	1
(null)	OG0011375	0	1	1	1	1	1	1	1	1	0	1	1	1
(null)	OG0011376	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	OG0011377	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011378	0	1	2	0	1	1	1	1	1	0	1	1	1
(null)	OG0011379	0	1	0	1	1	1	1	1	1	1	1	1	1
(null)	OG0011380	0	1	1	0	1	2	1	1	1	1	0	1	1
(null)	OG0011381	0	1	1	1	1	1	1	1	1	0	1	1	1
(null)	OG0011382	0	1	1	0	1	1	2	1	1	1	1	1	0
(null)	OG0011383	0	2	3	0	0	0	6	0	0	0	0	0	0
(null)	OG0011384	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	OG0011385	0	1	1	0	1	1	2	1	1	1	0	1	1
(null)	OG0011386	0	1	1	2	1	1	1	1	0	0	0	1	2
(null)	OG0011387	0	1	1	0	1	2	1	1	1	1	0	1	1
(null)	OG0011388	0	1	1	0	1	1	2	1	1	1	0	1	1
(null)	OG0011389	0	1	2	1	1	1	1	1	0	0	1	1	1
(null)	OG0011390	0	1	1	1	0	1	1	1	1	0	2	1	1
(null)	OG0011391	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011392	0	1	1	1	1	1	1	1	1	0	1	1	1
(null)	OG0011393	0	1	1	1	1	0	2	1	1	0	1	1	1
(null)	OG0011394	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011395	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011396	0	1	5	0	0	3	1	0	0	0	1	0	0
(null)	OG0011397	0	1	1	1	1	1	1	1	1	1	1	1	0
(null)	OG0011398	0	1	2	1	1	1	0	1	0	2	0	1	1
(null)	OG0011399	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011400	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011401	0	2	2	0	1	1	0	1	1	1	1	1	0
(null)	OG0011402	0	1	1	1	1	1	0	1	1	1	1	1	1
(null)	OG0011403	0	1	1	1	1	0	1	1	1	1	1	1	1
(null)	OG0011404	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011405	0	1	1	1	1	1	2	1	1	1	0	0	1
(null)	OG0011406	0	1	1	1	1	1	1	1	0	1	2	0	1
(null)	OG0011407	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011408	0	1	1	1	1	1	2	1	1	1	1	0	0
(null)	OG0011409	0	1	10	0	0	0	0	0	0	0	0	0	0
(null)	OG0011410	0	1	1	1	1	1	1	0	1	1	0	1	2
(null)	OG0011411	0	1	1	1	1	1	1	1	0	1	1	1	1
(null)	OG0011412	0	2	1	1	1	1	0	1	1	1	0	1	1
(null)	OG0011413	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011414	0	1	1	1	1	2	1	1	0	1	1	0	1
(null)	OG0011415	0	1	1	1	1	2	1	1	0	0	2	0	1
(null)	OG0011416	0	1	1	0	1	0	2	2	1	1	0	2	0
(null)	OG0011417	0	1	1	1	1	1	1	1	1	0	1	1	1
(null)	OG0011418	0	1	1	1	1	2	1	0	1	1	0	1	1
(null)	OG0011419	0	1	1	1	1	1	1	0	1	1	1	1	1
(null)	OG0011420	0	1	1	1	1	1	1	0	1	1	1	1	1
(null)	OG0011421	0	1	1	0	1	1	1	1	1	1	0	0	3
(null)	OG0011422	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011423	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011424	0	1	1	1	1	0	1	1	1	1	1	1	1
(null)	OG0011425	0	1	1	1	1	1	1	1	0	1	1	1	1
(null)	OG0011426	0	1	1	1	1	1	1	1	1	1	0	1	1
(null)	OG0011427	0	1	1	1	1	1	1	2	1	1	0	0	1
(null)	OG0011428	0	1	1	0	1	1	1	2	1	1	0	1	1
(null)	OG0011429	0	1	1	1	1	1	1	1	2	1	0	1	0
(null)	OG0011430	0	1	1	1	1	1	1	1	1	1	1	1	0
(null)	OG0011431	0	1	1	1	1	1	1	0	1	1	1	1	1
(null)	OG0011432	0	1	1	0	1	1	2	1	1	0	1	1	1
(null)	OG0011435	0	0	10	0	0	0	0	0	1	0	0	0	0
(null)	OG0011436	0	0	1	0	1	1	1	2	1	1	1	1	1
(null)	OG0011439	0	0	1	10	0	0	0	0	0	0	0	0	0
(null)	OG0011441	0	0	3	1	1	0	1	1	1	1	0	1	1
(null)	OG0011442	0	0	1	0	2	1	1	1	1	1	1	1	1
(null)	OG0011443	0	0	1	0	0	0	0	9	0	0	0	0	1
(null)	OG0011444	0	0	1	0	0	2	4	0	0	0	3	0	1
(null)	OG0011445	0	0	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0011446	0	0	1	0	2	1	1	2	1	1	0	1	1
(null)	OG0011447	0	0	2	1	1	1	1	1	1	0	1	1	1
(null)	OG0011448	0	0	4	1	0	0	0	0	2	0	0	4	0
(null)	OG0011450	0	0	2	0	2	2	1	1	1	0	0	1	1
(null)	OG0011451	0	0	2	0	0	1	1	0	2	1	2	1	1
(null)	OG0011452	0	0	1	1	1	1	0	1	1	1	2	1	1
(null)	OG0011453	0	0	1	1	0	0	3	0	1	0	1	2	2
(null)	OG0011454	0	0	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0011456	0	0	2	0	0	0	0	0	7	0	0	2	0
(null)	OG0011457	0	0	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0011458	0	0	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0011459	0	0	2	1	1	1	1	1	1	1	1	1	0
(null)	OG0011462	0	0	1	1	1	1	1	1	1	1	0	1	2
(null)	OG0011463	0	0	1	1	1	1	1	2	1	0	1	1	1
(null)	OG0011464	0	0	2	1	1	1	1	1	1	1	0	1	1
(null)	OG0011465	0	0	1	1	1	1	1	1	0	0	4	0	1
(null)	OG0011466	0	0	0	1	1	1	1	1	1	1	2	1	1
(null)	OG0011467	0	0	0	1	1	1	4	1	1	0	0	1	1
(null)	OG0011468	0	0	0	1	1	1	1	2	1	0	1	1	2
(null)	OG0011469	0	0	0	1	1	2	6	1	0	0	0	0	0
(null)	OG0011471	0	0	0	1	2	1	1	2	1	0	1	1	1
(null)	OG0011472	0	0	0	3	1	1	1	1	1	0	1	1	1
(null)	OG0011473	0	0	0	10	0	1	0	0	0	0	0	0	0
(null)	OG0011474	0	0	0	2	1	1	1	1	1	1	1	1	1
(null)	OG0011476	0	0	0	6	0	0	5	0	0	0	0	0	0
(null)	OG0011477	0	0	0	1	1	1	1	1	1	1	1	1	2
(null)	OG0011478	0	0	0	2	0	0	0	0	5	0	0	4	0
(null)	OG0011479	0	0	0	2	0	0	9	0	0	0	0	0	0
(null)	OG0011480	0	0	0	1	1	2	1	1	1	1	1	2	0
(null)	OG0011481	0	0	0	1	1	2	2	1	1	0	1	1	1
(null)	OG0011482	0	0	0	1	1	1	1	1	1	1	0	3	1
(null)	OG0011483	0	0	0	2	1	2	1	2	0	1	1	0	1
(null)	OG0011484	0	0	0	2	0	0	4	0	1	1	1	1	1
(null)	OG0011485	0	0	0	6	0	0	5	0	0	0	0	0	0
(null)	OG0011486	0	0	0	1	1	1	1	1	1	1	1	2	1
(null)	OG0011487	0	0	0	1	0	0	10	0	0	0	0	0	0
(null)	OG0011488	0	0	0	1	1	1	1	1	1	1	1	2	1
(null)	OG0011489	0	0	0	1	2	1	1	1	0	1	2	0	2
(null)	OG0011490	0	0	0	1	2	1	2	0	1	0	1	1	2
(null)	OG0011491	0	0	0	1	1	1	1	1	1	1	2	1	1
(null)	OG0011492	0	0	0	1	1	2	1	1	1	1	1	1	1
(null)	OG0011493	0	0	0	1	2	1	1	1	1	1	1	1	1
(null)	OG0011494	0	0	0	1	1	1	1	3	0	0	1	1	2
(null)	OG0011495	0	0	0	4	1	1	0	3	0	0	0	0	2
(null)	OG0011496	0	0	0	2	1	3	1	1	0	0	1	0	2
(null)	OG0011497	0	0	0	1	1	1	1	1	1	2	1	1	1
(null)	OG0011498	0	0	0	1	1	1	2	1	1	1	1	1	1
(null)	OG0011499	0	0	0	1	1	1	1	2	1	0	2	1	1
(null)	OG0011500	0	0	0	1	1	1	1	1	1	1	2	1	1
(null)	OG0011501	0	0	0	1	1	0	2	1	2	0	2	1	1
(null)	OG0011502	0	0	0	1	1	3	0	1	1	1	1	1	1
(null)	OG0011503	0	0	0	1	1	1	2	1	1	1	1	1	1
(null)	OG0011504	0	0	0	1	1	2	2	1	1	0	1	1	1
(null)	OG0011505	0	0	0	3	0	0	5	0	1	1	0	1	0
(null)	OG0011506	0	0	0	1	1	1	2	1	1	1	1	1	1
(null)	OG0011507	0	0	0	1	1	1	1	1	1	1	2	1	1
(null)	OG0011508	0	0	0	1	3	1	2	1	0	1	1	0	1
(null)	OG0011509	0	0	0	1	1	1	2	1	1	1	1	1	1
(null)	OG0011510	0	0	0	1	1	2	1	1	1	2	0	1	1
(null)	OG0011511	0	0	0	1	1	1	1	1	2	2	0	1	1
(null)	OG0011512	0	0	0	4	1	1	1	2	1	0	0	1	0
(null)	OG0011513	0	0	0	1	0	1	1	0	3	1	2	1	1
(null)	OG0011514	0	0	0	1	1	0	1	1	1	0	0	3	3
(null)	OG0011515	0	0	0	1	1	1	2	2	1	1	1	0	1
(null)	OG0011516	0	0	0	1	1	1	1	2	3	0	1	1	0
(null)	OG0011517	0	0	0	1	1	1	1	1	1	1	1	1	2
(null)	OG0011518	0	0	0	1	1	1	1	1	2	0	1	2	1
(null)	OG0011519	0	0	0	1	0	1	2	0	3	0	0	3	1
(null)	OG0011520	0	0	0	1	1	1	1	1	1	1	2	1	1
(null)	OG0011521	0	0	0	1	1	1	1	2	1	0	1	1	2
(null)	OG0011522	0	0	0	1	0	0	3	0	2	0	0	5	0
(null)	OG0011523	0	0	0	1	1	1	1	1	2	1	1	1	1
(null)	OG0011524	0	0	0	0	5	0	0	5	0	0	1	0	0
(null)	OG0011525	0	0	0	0	1	1	1	1	1	1	1	3	1
(null)	OG0011526	0	0	0	0	2	0	0	5	0	0	3	0	1
(null)	OG0011527	0	0	0	0	10	0	0	1	0	0	0	0	0
(null)	OG0011528	0	0	0	0	2	2	0	4	1	1	0	1	0
(null)	OG0011529	0	0	0	0	3	0	0	8	0	0	0	0	0
(null)	OG0011530	0	0	0	0	3	2	0	4	0	0	2	0	0
(null)	OG0011531	0	0	0	0	1	1	2	1	1	1	1	2	1
(null)	OG0011532	0	0	0	0	1	1	1	2	1	0	3	1	1
(null)	OG0011533	0	0	0	0	5	0	0	5	0	0	1	0	0
(null)	OG0011534	0	0	0	0	4	0	0	4	0	1	2	0	0
(null)	OG0011535	0	0	0	0	2	1	0	3	0	0	2	0	3
(null)	OG0011536	0	0	0	0	5	0	0	6	0	0	0	0	0
(null)	OG0011537	0	0	0	0	3	0	0	8	0	0	0	0	0
(null)	OG0011538	0	0	0	0	5	0	0	6	0	0	0	0	0
(null)	OG0011539	0	0	0	0	1	0	2	1	1	0	3	1	2
(null)	OG0011540	0	0	0	0	2	1	0	2	0	0	3	0	3
(null)	OG0011541	0	0	0	0	1	3	1	2	1	1	0	1	1
(null)	OG0011542	0	0	0	0	4	0	0	3	0	0	3	0	1
(null)	OG0011543	0	0	0	0	2	2	0	3	0	1	2	0	1
(null)	OG0011544	0	0	0	0	5	0	0	3	0	0	1	0	2
(null)	OG0011545	0	0	0	0	3	0	0	7	0	0	1	0	0
(null)	OG0011546	0	0	0	0	1	1	3	2	1	0	2	1	0
(null)	OG0011547	0	0	0	0	2	2	1	4	0	1	0	0	1
(null)	OG0011548	0	0	0	0	3	0	0	4	0	0	1	0	3
(null)	OG0011549	0	0	0	0	1	0	4	1	1	0	1	1	2
(null)	OG0011551	0	0	0	0	7	0	0	4	0	0	0	0	0
(null)	OG0011552	0	0	0	0	1	2	1	1	0	2	2	0	2
(null)	OG0011553	0	0	0	0	3	0	0	7	0	1	0	0	0
(null)	OG0011554	0	0	0	0	3	0	0	4	0	0	4	0	0
(null)	OG0011555	0	0	0	0	1	2	2	1	1	1	1	1	1
(null)	OG0011556	0	0	0	0	9	0	1	1	0	0	0	0	0
(null)	OG0011557	0	0	0	0	1	3	1	2	0	0	3	0	1
(null)	OG0011558	0	0	0	0	7	0	0	4	0	0	0	0	0
(null)	OG0011559	0	0	0	0	6	0	0	5	0	0	0	0	0
(null)	OG0011560	0	0	0	0	1	1	1	3	1	0	2	1	1
(null)	OG0011561	0	0	0	0	3	1	0	3	0	0	1	0	3
(null)	OG0011562	0	0	0	0	5	0	0	6	0	0	0	0	0
(null)	OG0011563	0	0	0	0	1	4	0	6	0	0	0	0	0
(null)	OG0011564	0	0	0	0	8	0	0	3	0	0	0	0	0
(null)	OG0011565	0	0	0	0	4	0	0	7	0	0	0	0	0
(null)	OG0011566	0	0	0	0	2	0	8	1	0	0	0	0	0
(null)	OG0011567	0	0	0	0	1	1	1	1	1	0	2	2	2
(null)	OG0011568	0	0	0	0	1	2	2	1	1	0	1	1	2
(null)	OG0011569	0	0	0	0	1	0	0	10	0	0	0	0	0
(null)	OG0011570	0	0	0	0	1	0	0	1	0	0	9	0	0
(null)	OG0011571	0	0	0	0	3	0	0	3	0	0	1	0	4
(null)	OG0011572	0	0	0	0	2	0	0	3	0	0	2	0	4
(null)	OG0011574	0	0	0	0	1	0	0	10	0	0	0	0	0
(null)	OG0011575	0	0	0	0	5	0	0	6	0	0	0	0	0
(null)	OG0011576	0	0	0	0	1	0	0	1	0	0	5	0	4
(null)	OG0011577	0	0	0	0	6	0	2	0	0	0	3	0	0
(null)	OG0011578	0	0	0	0	4	0	0	6	0	0	0	0	1
(null)	OG0011579	0	0	0	0	2	0	0	8	0	0	1	0	0
(null)	OG0011580	0	0	0	0	1	4	2	1	0	0	2	0	1
(null)	OG0011581	0	0	0	0	2	0	5	1	0	0	3	0	0
(null)	OG0011582	0	0	0	0	1	0	0	10	0	0	0	0	0
(null)	OG0011583	0	0	0	0	2	4	1	1	1	0	1	1	0
